judul_berita;portal_media;tanngal_publikasi;url;hasil_sentimen;olahan_teks
Gelar Apel Akbar, PP Tidar Kawal Aspirasi Pemuda Menuju ...;Politik;19/11/2023;https://politik.rmol.id/read/2023/11/19/597912/gelar-apel-akbar-pp-tidar-kawal-aspirasi-pemuda-menuju-pemilu-damai;netral;gelar apel akbar pulang pergi tidar kawal aspirasi pemuda
"Apa yang Dipikirkan Tiga Cawapres Sebelum Tidur? Mahfud MD dan Cak Imin 
Merenung, Gibran Langsung Terlelap";Suara.com;19/11/2023;https://www.suara.com/kotaksuara/2023/11/19/232229/apa-yang-dipikirkan-tiga-cawapres-sebelum-tidur-mahfud-md-dan-cak-imin-merenung-gibran-langsung-terlelap;netral;pikir cawapres tidur mahfud md cak renung gibran lelap
"Skema ""Power Wheeling"" Dinilai Bisa Memberatkan Bisnis PLN - Kompas.com";Money Kompas.com;19/11/2023;https://money.kompas.com/read/2023/11/19/150000126/skema-power-wheeling-dinilai-bisa-memberatkan-bisnis-pln;netral;skema power wheeling nilai bisnis pln kompas com
"Mengenal Gobog, Mata Uang Majapahit yang Kini Sering Dijadikan Jimat - 
Kompas.com";Money Kompas.com;19/11/2023;https://money.kompas.com/read/2023/11/19/070600226/mengenal-gobog-mata-uang-majapahit-yang-kini-sering-dijadikan-jimat;netral;kenal gobog majapahit jimat kompas com
Dianggap Dukung Israel, Dishub Didesak Cabut Izin Operasional Grab di Sumbar;Bisnis Sumatra;19/11/2023;https://sumatra.bisnis.com/read/20231119/533/1715778/dianggap-dukung-israel-dishub-didesak-cabut-izin-operasional-grab-di-sumbar;netral;anggap dukung israel dishub desak pergi izin operasional grab sumbar
Rekomendasi Film Animasi Terbaik Karya Studio Ghibli;RILIS ID;19/11/2023;https://rilis.id/Hiburan/Berita/Rekomendasi-Film-Animasi-Terbaik-Karya-Studio-Ghibli-Vnhni9w;positif;rekomendasi film animasi karya studio ghibli
PRIMA Nganjuk Gotong Royong Mendirikan Posko ...;Berdikari Online;19/11/2023;https://www.berdikarionline.com/prima-nganjuk-gotong-royong-mendirikan-posko-pemenangan-prabowo-gibran/;netral;prima nganjuk gotong royong posko
"Capres Prabowo Subianto Dapat Istilah ""Gemoy"" Karena Suka Joget, Siapa yang 
Populerkan?";Tribun Solo;19/11/2023;https://solo.tribunnews.com/2023/11/19/capres-prabowo-subianto-dapat-istilah-gemoy-karena-suka-joget-siapa-yang-populerkan;positif;capres prabowo subianto istilah gemoy suka joget populer
"Dukungan Aparatur Desa ke Prabowo-Gibran Dinilai Berpotensi Jadi 
Pelanggaran Pemilu - Kompas.com";KOMPAS.com;20/11/2023;https://nasional.kompas.com/read/2023/11/20/19160401/dukungan-aparatur-desa-ke-prabowo-gibran-dinilai-berpotensi-jadi-pelanggaran;netral;dukung aparatur desa prabowo gibran nilai potensi langgar milu kompas com
Aparat Desa Dukung Prabowo-Gibran, Bawaslu: Ada Potensi ...;Kompas.id;20/11/2023;https://www.kompas.id/baca/polhuk/2023/11/20/aparat-desa-beri-dukungan-ke-prabowo-gibran-bawaslu-ada-potensi-pelanggaran;netral;aparat desa dukung prabowo gibran bawaslu potensi
Desa Bersatu Dinilai Dukung Prabowo-Gibran, Bawaslu Akan Panggil Panitianya;Pemilu;20/11/2023;https://pemilu.tempo.co/read/1799115/desa-bersatu-dinilai-dukung-prabowo-gibran-bawaslu-akan-panggil-panitianya;netral;desa nilai dukung prabowo gibran bawaslu panggil panitia
LSI Denny JA Ungkap Elektabilitas Prabowo di Jateng Naik Usai Pilih Gibran;detikNews;20/11/2023;https://news.detik.com/pemilu/d-7046827/lsi-denny-ja-ungkap-elektabilitas-prabowo-di-jateng-naik-usai-pilih-gibran;netral;lsi denny elektabilitas prabowo jateng pilih gibran
Survei LSI Denny JA: Prabowo-Gibran Unggul, Anies-Muhaimin Terakhir;Nasional;20/11/2023;https://nasional.tempo.co/read/1799217/survei-lsi-denny-japrabowo-gibran-unggul-anies-muhaimin-terakhir;netral;survei lsi denny prabowo gibran unggul anies muhaimin
Meski Dukung Ganjar, Hendropriyono Prediksi Prabowo ...;Politik;20/11/2023;https://politik.rmol.id/read/2023/11/20/598015/meski-dukung-ganjar-hendropriyono-prediksi-prabowo-gibran-yang-menang;netral;dukung ganjar hendropriyono prediksi prabowo
Ketua Hipmi Ade Jona Ditunjuk Jadi Ketua TKD Prabowo-Gibran Sumut;detikcom;20/11/2023;https://www.detik.com/sumut/berita/d-7047206/ketua-hipmi-ade-jona-ditunjuk-jadi-ketua-tkd-prabowo-gibran-sumut;netral;ketua hipmi ade jona ketua tkd prabowo gibran sumut
Ditanya soal Isi Surat Ba'asyir ke Prabowo, Gibran: Nanti Saya Baca Dulu;detikcom;20/11/2023;https://www.detik.com/jateng/berita/d-7047169/ditanya-soal-isi-surat-baasyir-ke-prabowo-gibran-nanti-saya-baca-dulu;netral;surat ba asyir prabowo gibran baca
AHY Sebut Elektabilitas Prabowo Gibran 42-45%: Bisa Menang Satu Putaran;Detik;20/11/2023;https://www.detik.com/jatim/berita/d-7047131/ahy-sebut-elektabilitas-prabowo-gibran-42-45-bisa-menang-satu-putaran;netral;ahy elektabilitas prabowo gibran menang putar
Gibran Bakal Absen di Dialog Publik Muhammadiyah: Pak Prabowo yang Hadir;Detik;20/11/2023;https://www.detik.com/jateng/berita/d-7047207/gibran-bakal-absen-di-dialog-publik-muhammadiyah-pak-prabowo-yang-hadir;netral;gibran absen dialog publik muhammadiyah prabowo hadir
Mentan Buka Suara Kabar Dilirik Jadi Timses Prabowo-Gibran;CNBC Indonesia;20/11/2023;https://www.cnbcindonesia.com/news/20231120165325-4-490491/mentan-buka-suara-kabar-dilirik-jadi-timses-prabowo-gibran;netral;mentan suara kabar lirik timses prabowo gibran
Golkar Ungkap Alasan Khofifah Tak Kunjung Diumumkan Jadi TKD Prabowo-Gibran;detikcom;20/11/2023;https://www.detik.com/jogja/berita/d-7047424/golkar-ungkap-alasan-khofifah-tak-kunjung-diumumkan-jadi-tkd-prabowo-gibran;netral;golkar alas khofifah kunjung tkd prabowo gibran
Prabowo-Gibran Beberkan Love Language Mereka, Telepati - Quality Time;detikNews;20/11/2023;https://news.detik.com/pemilu/d-7046855/prabowo-gibran-beberkan-love-language-mereka-telepati-quality-time;netral;prabowo gibran love language telepati quality time
Andre Rosiade Ditunjuk Pimpin TKD Prabowo-Gibran di Sumbar;Detik;20/11/2023;https://www.detik.com/sumut/berita/d-7047500/andre-rosiade-ditunjuk-pimpin-tkd-prabowo-gibran-di-sumbar;netral;andre rosiade pimpin tkd prabowo gibran sumbar
Gerindra Targetkan Prabowo-Gibran Raih 65% Suara di Jawa Barat;Kabar24;20/11/2023;https://kabar24.bisnis.com/read/20231120/15/1716251/gerindra-targetkan-prabowo-gibran-raih-65-suara-di-jawa-barat;netral;gerindra target prabowo gibran raih suara
"Prabowo-Gibran Makin Elegan Balas Serangan Politik dengan Senyuman Gagasan 
- Radar Jember";Radar Jember;20/11/2023;https://radarjember.jawapos.com/sinergi/793305381/prabowo-gibran-makin-elegan-balas-serangan-politik-dengan-senyuman-gagasan;netral;prabowo gibran elegan balas serang politik senyum gagas radar jember
"Soal Gubernur Jambi Langgar Aturan Jadi Ketua Kampanye Prabowo, Gibran: 
Kemarin di Luar Jam Kerja - Kompas.com";Regional - KOMPAS.com;20/11/2023;https://regional.kompas.com/read/2023/11/20/125405378/soal-gubernur-jambi-langgar-aturan-jadi-ketua-kampanye-prabowo-gibran;netral;gubernur jambi langgar atur ketua kampanye prabowo gibran jam kompas com
Tren Positif Terus Menanjak, Prabowo-Gibran Berpotensi Menang Satu Putaran;Tribun Jabar;20/11/2023;https://jabar.tribunnews.com/2023/11/20/tren-positif-terus-menanjak-prabowo-gibran-berpotensi-menang-satu-putaran;netral;trend positif tanjak prabowo gibran potensi menang putar
Targetkan Prabowo-Gibran Menang 65 Persen di Jabar ...;Merdeka.com;20/11/2023;https://www.merdeka.com/politik/targetkan-prabowo-gibran-menang-65-persen-di-jabar-gerindra-gandeng-rk-hingga-susi-pudjiastuti-51013-mvk.html;netral;target prabowo gibran menang jabar
Beda dari Koalisi, TKN Tunjuk Faurani Jadi Ketua TKD Prabowo-Gibran di NTB;Detik;20/11/2023;https://www.detik.com/bali/nusra/d-7047414/beda-dari-koalisi-tkn-tunjuk-faurani-jadi-ketua-tkd-prabowo-gibran-di-ntb;netral;beda koalisi tkn faurani ketua tkd prabowo gibran ntb
Keputusan KPU Terima Pendaftaran Prabowo-Gibran Digugat ke Bawaslu;SINDOnews;20/11/2023;https://nasional.sindonews.com/read/1256243/12/keputusan-kpu-terima-pendaftaran-prabowo-gibran-digugat-ke-bawaslu-1700478691;netral;putus kpu terima daftar prabowo gibran gugat bawaslu
Gerindra Jabar Sebut Susi Pudjiastuti Bakal Gabung Tim Prabowo-Gibran;Kabar24;20/11/2023;https://kabar24.bisnis.com/read/20231120/15/1716258/gerindra-jabar-sebut-susi-pudjiastuti-bakal-gabung-tim-prabowo-gibran;netral;gerindra jabar pudjiastuti gabung tim prabowo gibran
Kata Eks Ketua PDIP Deli Serdang Disebut Mundur karena Dukung Prabowo-Gibran;detikcom;20/11/2023;https://www.detik.com/sumut/berita/d-7047112/kata-eks-ketua-pdip-deli-serdang-disebut-mundur-karena-dukung-prabowo-gibran;netral;eks ketua pdip deli serdang mundur dukung prabowo gibran
Putusan KPU Dinilai Mengandung Cacat Formil, Bawaslu ...;Merdeka.com;20/11/2023;https://www.merdeka.com/politik/putusan-kpu-dinilai-mengandung-cacat-formil-bawaslu-diminta-batalkan-penetapan-prabowo-gibran-50946-mvk.html;netral;putus kpu nilai kandung cacat formil bawaslu
"Apdesi Deklarasi Dukung Prabowo-Gibran di Pilpres 2024, Wapres: Aparatur 
Negara Harus Netral";Okezone Video;20/11/2023;https://video.okezone.com/play/2023/11/20/1/173968/apdesi-deklarasi-dukung-prabowo-gibran-di-pilpres-2024-wapres-aparatur-negara-harus-netral;netral;apdesi deklarasi dukung prabowo gibran pilpres wapres aparatur negara netral
"Arti Jempol Iriana Jokowi Saat Dulu Ditanya Soal Gibran Jadi Cawapres 
Prabowo";Nasional;20/11/2023;https://nasional.tempo.co/read/1799190/arti-jempol-iriana-jokowi-saat-dulu-ditanya-soal-gibran-jadi-cawapres-prabowo;netral;jempol iriana jokowi gibran cawapres prabowo
"Mayoritas Masyarakat Percayakan Pemberantasan Korupsi Pada Prabowo-Gibran - 
Radar Semarang";Radar Semarang;20/11/2023;https://radarsemarang.jawapos.com/berita/723306735/mayoritas-masyarakat-percayakan-pemberantasan-korupsi-pada-prabowo-gibran;netral;mayoritas masyarakat percaya berantas korupsi prabowo gibran radar sarang
Survei LSI Denny JA Terbaru: Anies-Cak Imin 20,3 ...;Merdeka.com;20/11/2023;https://www.merdeka.com/politik/survei-lsi-denny-ja-terbaru-anies-cak-imin-203-prabowo-gibran-403-dan-ganjar-mahfud-286-50830-mvk.html;netral;survei lsi denny anies cak
Abu Bakar Ba'asyir Sambangi Kantor Gibran, Titip Surat ...;Merdeka.com;20/11/2023;https://www.merdeka.com/politik/abu-bakar-baasyir-sambangi-kantor-gibran-titip-surat-nasihat-untuk-prabowo-50912-mvk.html;netral;abu bakar ba asyir sambang kantor gibran titip surat
Survei Presisi: Prabowo-Gibran Bikin Keok Paslon AMIN dan Ganjar-Mahfud;Radarsumbar.com;20/11/2023;https://radarsumbar.com/survei-presisi-prabowo-gibran-bikin-keok-paslon-amin-dan-ganjar-mahfud/;netral;survei presisi prabowo gibran bikin keok paslon amin ganjar mahfud
Apdesi Dukung Prabowo-Gibran di Pilpres 2024, Wapres ...;Dailymotion;20/11/2023;https://www.dailymotion.com/video/x8psfor;netral;apdesi dukung prabowo gibran pilpres wapres
Aliong Mus Ditunjuk Jadi Ketua Tim Kampanye Prabowo-Gibran Maluku Utara;tandaseru.com;20/11/2023;https://www.tandaseru.com/2023/11/20/aliong-mus-ditunjuk-jadi-ketua-tim-kampanye-prabowo-gibran-maluku-utara/;netral;aliong mus ketua tim kampanye prabowo gibran malu utara
"Tim Prabowo-Gibran Dilaporkan ke Bawaslu Buntut Tayangan Kampanye Libatkan 
Anak-Anak";Okezone.com;20/11/2023;https://nasional.okezone.com/read/2023/11/20/337/2923868/tim-prabowo-gibran-dilaporkan-ke-bawaslu-buntut-tayangan-kampanye-libatkan-anak-anak;netral;tim prabowo gibran lapor bawaslu buntut tayang kampanye libat
"Organ Pendukung Prabowo-Gibran Ajak Seluruh eks Aktivis 98 Jalankan 
Demokrasi Tanpa Fitnah";tvOneNews.com;20/11/2023;https://www.tvonenews.com/berita/nasional/168173-organ-pendukung-prabowo-gibran-ajak-seluruh-eks-aktivis-98-jalankan-demokrasi-tanpa-fitnah;negatif;organ dukung prabowo gibran ajak eks aktivis demokrasi fitnah
Relawan Pandawa Lima: Awal Desember, Prabowo Gibran ke ...;HarianNKRI;20/11/2023;https://hariannkri.id/20262/relawan-pandawa-lima-awal-desember-prabowo-gibran-ke-cirebon/;netral;rawan pandawa desember prabowo gibran
Menhan Resmikan Titik Air di Beberapa Wilayah, TKN ...;SinPo.id;20/11/2023;https://www.sinpo.id/detail/62607/menhan-resmikan-titik-air-di-beberapa-wilayah-tkn-komitmen-prabowo-gibran-penuhi-hak-dasar-masyarakat;netral;menhan resmi titik air wilayah tkn
Jubir TKN: Prabowo-Gibran Komitmen Hadirkan Lapangan ...;Kedai Pena;20/11/2023;https://www.kedaipena.com/jubir-tkn-prabowo-gibran-komitmen-hadirkan-lapangan-pekerjaan-berkualitas-seluas-luasnya/;netral;juru bicara tkn prabowo gibran komitmen hadir lapang
"Bawaslu Belum Dapat Bukti Keterlibatan Polisi dalam Pemasangan Baliho 
Prabowo-Gibran di Jember";Suara.com;20/11/2023;https://www.suara.com/kotaksuara/2023/11/20/230000/bawaslu-belum-dapat-bukti-keterlibatan-polisi-dalam-pemasangan-baliho-prabowo-gibran-di-jember;netral;bawaslu bukti libat polisi dalam pasang baliho prabowo gibran jember
"Relawan Prabowo Gibran dan Redibull Tebar Paket Sembako, Muncul Aspirasi 
Bantuan Modal Usaha Panti Pijat";Kabar Banjar;20/11/2023;https://kabarbanjar.pikiran-rakyat.com/kabar-banjar/pr-3197381314/relawan-prabowo-gibran-dan-redibull-tebar-paket-sembako-muncul-aspirasi-bantuan-modal-usaha-panti-pijat;netral;rawan prabowo gibran redibull tebar paket sembilan bahan pokok muncul aspirasi modal usaha panti pijat
Anis Matta: Prabowo-Gibran, Pasangan yang Mampu Lewati ...;Realita Rakyat;20/11/2023;https://realitarakyat.com/2023/11/anis-matta-prabowo-gibran-pasangan-yang-mampu-lewati-tahun-berbahaya-dalam-krisis-pada-2024-2027/;netral;anis matta prabowo gibran pasang
Ratusan Gerobak UMKM di Banjarmasin Dipasangi Stiker ...;Poros Kalimantan;20/11/2023;https://poroskalimantan.com/ratusan-gerobak-umkm-di-banjarmasin-dipasangi-stiker-prabowo-gibran/;netral;ratus gerobak umkm banjarmasin pasang stiker
Intelijen AM Hendropriyono Sebut Prabowo-Gibran Menang ...;BeritaManado.com;20/11/2023;https://beritamanado.com/intelijen-am-hendropriyono-sebut-prabowo-gibran-menang-pilpres-satu-putaran-begini-pengamatannya/;netral;intelijen hendropriyono prabowo gibran menang
Relawan Nak Bali 4' 8G Gelar Deklarasi di Denpasar untuk ...;Kabar1News;20/11/2023;https://kabar1news.com/relawan-nak-bali-4-8g-gelar-deklarasi-di-denpasar-untuk-memenangkan-prabowo-gibran/;netral;rawan gelar deklarasi denpasar
"Hasto Klaim Ada Tekanan Politik, Ini Respons Anies, Ganjar, dan TKN 
Prabowo-Gibran";Tribunnews.com;20/11/2023;https://www.tribunnews.com/mata-lokal-memilih/2023/11/20/hasto-klaim-ada-tekanan-politik-ini-respons-anies-ganjar-dan-tkn-prabowo-gibran;netral;hasto klaim tekan politik respons anies ganjar tkn prabowo gibran
Puan Ungkap Status Terkini Jokowi di PDIP pasca Gibran Maju Jadi Cawapres;Viva;20/11/2023;https://www.viva.co.id/berita/politik/1659372-puan-ungkap-status-terkini-jokowi-di-pdip-pasca-nbsp-gibran-maju-jadi-cawapres;netral;puan status jokowi pdip pasca gibran maju cawapres
Ditopang Banyak Ulama, Dukungan kepada Prabowo Makin Solid;Tribun Jabar;20/11/2023;https://jabar.tribunnews.com/2023/11/20/ditopang-banyak-ulama-dukungan-kepada-prabowo-makin-solid;positif;topang ulama dukung prabowo solid
"Ganjar Beri Rapor Merah Penegakan Hukum di Era Jokowi, TKN Prabowo-Gibran 
Singgung Peran Mahfud MD";ERA.ID;20/11/2023;https://era.id/nasional/141968/ganjar-beri-rapor-merah-penegakan-hukum-di-era-jokowi-tkn-prabowo-gibran-singgung-peran-mahfud-md;netral;ganjar rapor merah tegak hukum jokowi tkn prabowo gibran singgung peran mahfud md
Ketemu Jokowi Pasca Gibran Jadi Cawapres Prabowo, Puan ...;Rakyat Merdeka;20/11/2023;https://rm.id/baca-berita/nasional/197963/ketemu-jokowi-pasca-gibran-jadi-cawapres-prabowo-puan-lancar-nyaman;netral;ketemu jokowi pasca gibran cawapres prabowo puan
"Mantan Gubernur Jawa Barat Dukung Ganjar Pranowo dan Mahfud MD, PPP Sebut 
Optimistis Kalahkan Prabowo-Gibran! - Ayo Bandung";Ayo Bandung;20/11/2023;https://www.ayobandung.com/umum/7910927488/mantan-gubernur-jawa-barat-dukung-ganjar-pranowo-dan-mahfud-md-ppp-sebut-optimistis-kalahkan-prabowo-gibran;netral;gubernur dukung ganjar pranowo mahfud md ppp optimistis prabowo gibran ayo bandung
"Prabowo Ungkap Alasan Suka Joged Gemoy, dan Gibran yang Mengidolakan 
Tokoh-Tokoh Inspiratif - harian.disway.id";Harian Disway;20/11/2023;https://harian.disway.id/read/744085/prabowo-ungkap-alasan-suka-joged-gemoy-dan-gibran-yang-mengidolakan-tokoh-tokoh-inspiratif;positif;prabowo alas suka joged gemoy gibran idola tokoh tokoh inspiratif disway
"Gibran Rakabuming Fokus Blusukan ke Pulau Sumatera, Target Menang Pilpres 
2024 Satu Putaran - Kilat";Kilat;20/11/2023;https://www.kilat.com/pemilu-2024/84410929025/gibran-rakabuming-fokus-blusukan-ke-pulau-sumatera-target-menang-pilpres-2024-satu-putaran;netral;gibran rakabuming fokus blusukan pulau sumatera target menang pilpres putar kilat
"Diungkap Selvi Gibran Rakabuming Tak Romantis Sama Sekali, Dari Pacaran 
hingga Menikah Tak Pernah Lakukan Ini - Suara Merdeka";Suara Merdeka;20/11/2023;https://www.suaramerdeka.com/nasional/0410926755/diungkap-selvi-gibran-rakabuming-tak-romantis-sama-sekali-dari-pacaran-hingga-menikah-tak-pernah-lakukan-ini;negatif;selvi gibran rakabuming romantis pacar suara merdeka
Prabowo sulut semangat ratusan kader Partai Demokrat di Madiun;Antaranews.com;20/11/2023;https://www.antaranews.com/video/3832704/prabowo-sulut-semangat-ratusan-kader-partai-demokrat-di-madiun;netral;prabowo sulut semangat ratus kader partai demokrat madiun
Tanam Ganja untuk Dijual-Dikonsumsi Bareng Teman, Pria di Taput Ditangkap;detikcom;20/11/2023;https://www.detik.com/sumut/hukum-dan-kriminal/d-7046920/tanam-ganja-untuk-dijual-dikonsumsi-bareng-teman-pria-di-taput-ditangkap;netral;tanam ganja jual konsumsi bareng teman pria taput tangkap
"Mentan Pastikan Food Estate di Humbahas Dilanjutkan: Fokus Tanam Cabai, 
Disuplai Lahan 200 Hektare..";Bisnis Tempo;20/11/2023;https://bisnis.tempo.co/read/1799244/mentan-pastikan-food-estate-di-humbahas-dilanjutkan-fokus-tanam-cabai-disuplai-lahan-200-hektare;netral;mentan food estate humbahas fokus tanam cabai suplai lahan hektare
"Mahasiswi ITB yang Ditangkap di Lampung Jadi Joki 2 Peserta Seleksi CPNS - 
Kompas.com";Regional - KOMPAS.com;20/11/2023;https://regional.kompas.com/read/2023/11/20/154740978/mahasiswi-itb-yang-ditangkap-di-lampung-jadi-joki-2-peserta-seleksi-cpns;netral;mahasiswi itb tangkap lampung joki seleksi cpns kompas com
"Lirik dan Terjemahan Lagu All Too Well 10 Minutes - Taylor Swift, Ramai 
Jadi Sound di TikTok";Tribun Jogja;20/11/2023;https://jogja.tribunnews.com/2023/11/20/lirik-dan-terjemahan-lagu-all-too-well-10-minutes-taylor-swift-ramai-jadi-sound-di-tiktok;netral;lirik terjemah lagu all too well minutes taylor swift ramai sound tiktok
"Setahun Lalu Sidang Ferdy Sambo Cs Kasus Pembunuhan Brigadir J Ditunda 
Sepekan, Ini Sebabnya";Nasional;20/11/2023;https://nasional.tempo.co/read/1799096/setahun-lalu-sidang-ferdy-sambo-cs-kasus-pembunuhan-brigadir-j-ditunda-sepekan-ini-sebabnya;netral;sidang ferdy sambo cs kasus bunuh brigadir tunda
Pengamat: Tidak Sulit bagi Jokowi jika Menangkan Prabowo ...;KOMPAS.com;21/11/2023;https://nasional.kompas.com/read/2023/11/21/13313641/pengamat-tidak-sulit-bagi-jokowi-jika-menangkan-prabowo-gibran?page=all;netral;sulit jokowi menang prabowo
Survei ICRC: Prabowo-Gibran di Puncak, Disusul Ganjar-Mahfud;CNN Indonesia;21/11/2023;https://www.cnnindonesia.com/nasional/20231121175331-617-1027200/survei-icrc-prabowo-gibran-di-puncak-disusul-ganjar-mahfud;netral;survei icrc prabowo gibran puncak susul ganjar mahfud
Anis Matta Sebut Prabowo-Gibran Ada Potensi Menang Satu ...;Batamtoday.com;21/11/2023;https://batamtoday.com/home/read/197630/Anis-Matta-Sebut-Prabowo-Gibran-Ada-Potensi-Menang-Satu-Putaran-Asal-Kerja-Keras;netral;anis matta prabowo gibran potensi menang
"Aparat Desa Dukung Prabowo-Gibran Dianggap Wujud Demokrasi Tanpa Etika - 
Kompas.com";KOMPAS.com;21/11/2023;https://nasional.kompas.com/read/2023/11/21/06200051/aparat-desa-dukung-prabowo-gibran-dianggap-wujud-demokrasi-tanpa-etika?page=all;netral;aparat desa dukung prabowo gibran anggap wujud demokrasi kompas com
"Ribuan Perangkat Desa ""Main Api"" Dukung Prabowo-Gibran";Metro TV;21/11/2023;https://www.metrotvnews.com/play/bVDCgraO-ribuan-perangkat-desa-main-api-dukung-prabowo-gibran;netral;perangkat desa main dukung prabowo gibran
"Sultan HB X soal Perangkat Desa Dimobilisasi Dukung Prabowo-Gibran: Yogya 
Sudah Sepakat Netral";Nasional tempo;21/11/2023;https://nasional.tempo.co/read/1799429/sultan-hb-x-soal-perangkat-desa-dimobilisasi-dukung-prabowo-gibran-yogya-sudah-sepakat-netral;netral;sultan hb x perangkat desa mobilisasi dukung prabowo gibran yogya sepakat netral
Respons Bobby Usai Disebut Jadi Kunci Kemenangan Prabowo-Gibran di Sumut;detikcom;21/11/2023;https://www.detik.com/sumut/berita/d-7049519/respons-bobby-usai-disebut-jadi-kunci-kemenangan-prabowo-gibran-di-sumut;netral;respons bobby kunci menang prabowo gibran sumut
Kader Golkar: Prabowo-Gibran Titik Temu Menuju Indonesia ...;Politik;21/11/2023;https://politik.rmol.id/read/2023/11/21/598230/kader-golkar-prabowo-gibran-titik-temu-menuju-indonesia-emas;netral;kader golkar prabowo gibran titik indonesia
KIM Target Prabowo-Gibran Menang Telak di NTT;detikcom;21/11/2023;https://www.detik.com/bali/nusra/d-7049578/kim-target-prabowo-gibran-menang-telak-di-ntt;netral;kim target prabowo gibran menang telak ntt
Golkar Sebut Bobby Nasution Sudah Gabung Tim Pemenangan Prabowo-Gibran;detikNews;21/11/2023;https://news.detik.com/pemilu/d-7049728/golkar-sebut-bobby-nasution-sudah-gabung-tim-pemenangan-prabowo-gibran;netral;golkar bobby nasution gabung tim menang prabowo gibran
Sukses Gaet Suara Milenial, Pasangan Prabowo-Gibran ...;Politik;21/11/2023;https://politik.rmol.id/read/2023/11/21/598221/sukses-gaet-suara-milenial-pasangan-prabowo-gibran-diyakini-menang-satu-putaran;netral;sukses gaet suara milenial pasang prabowo gibran
Khofifah Ditunjuk Jadi Ketua Tim Kampanye Prabowo-Gibran di Jawa Timur;Kabar24;21/11/2023;https://kabar24.bisnis.com/read/20231121/15/1716648/khofifah-ditunjuk-jadi-ketua-tim-kampanye-prabowo-gibran-di-jawa-timur;netral;khofifah ketua tim kampanye prabowo gibran timur
"Soal Ajakan Susi Pudjiastuti Masuk TKN Prabowo-Gibran, Gerindra: Tinggal 
Tunggu Waktu";Nasional;21/11/2023;https://nasional.tempo.co/read/1799470/soal-ajakan-susi-pudjiastuti-masuk-tkn-prabowo-gibran-gerindra-tinggal-tunggu-waktu;netral;ajak pudjiastuti tkn prabowo gibran gerindra tunggu
Airlangga Pastikan Khofifah Bantu Pemenangan Prabowo ...;Merdeka.com;21/11/2023;https://www.merdeka.com/politik/airlangga-pastikan-khofifah-bantu-pemenangan-prabowo-gibran-di-jatim-meski-tak-masuk-struktur-tim-kampanye-51560-mvk.html;netral;airlangga khofifah menang prabowo
"Dipilih Mayoritas Milenial, Prabowo-Gibran Raih Elektabilitas Tertinggi di 
Kalangan Muda - Radar Semarang";Radar Semarang;21/11/2023;https://radarsemarang.jawapos.com/politik/723310389/dipilih-mayoritas-milenial-prabowo-gibran-raih-elektabilitas-tertinggi-di-kalangan-muda;netral;pilih mayoritas milenial prabowo gibran raih elektabilitas kalang muda radar sarang
Targetkan Suara Prabowo-Gibran Diatas 70 Persen di NTB - Lombok Post;Lombok Post;21/11/2023;https://lombokpost.jawapos.com/politika/1503309779/targetkan-suara-prabowo-gibran-diatas-70-persen-di-ntb;netral;target suara prabowo gibran ntb lombok post
"Kesejahteraan Terjamin, Ratusan Petani Ganjar Jateng Ganti Dukung 
Prabowo-Gibran - Radar Magelang";Radar Magelang;21/11/2023;https://radarmagelang.jawapos.com/jateng/683312702/kesejahteraan-terjamin-ratusan-petani-ganjar-jateng-ganti-dukung-prabowo-gibran;netral;sejahtera jamin ratus tani ganjar jateng ganti dukung prabowo gibran radar magelang
"TKN Prabowo-Gibran: Bahasa Indonesia Menjadi Bahasa Global, Kita Harus 
Lanjutkan - kumparan.com";kumparan;21/11/2023;https://kumparan.com/kumparannews/tkn-prabowo-gibran-bahasa-indonesia-menjadi-bahasa-global-kita-harus-lanjutkan-21cuHUfuqXC;netral;tkn prabowo gibran bahasa indonesia bahasa global kumpar com
"84 Hari Menuju Pilpres 2024 - Survei Prabowo-Gibran Terjun Bebas di Jabar: 
Ini Langkah Gerindra";Tribun Manado;21/11/2023;https://manado.tribunnews.com/2023/11/21/84-hari-menuju-pilpres-2024-survei-prabowo-gibran-terjun-bebas-di-jabar-ini-langkah-gerindra;netral;pilpres survei prabowo gibran terjun bebas jabar langkah gerindra
"Perkuat Dukungan ke Prabowo-Gibran, Airlangga Kumpulkan 1.117 Kader Bakal 
Calon Kepala Daerah Golkar se-Indonesia";Liputan6.com;21/11/2023;https://www.liputan6.com/pemilu/read/5459523/perkuat-dukungan-ke-prabowo-gibran-airlangga-kumpulkan-1117-kader-bakal-calon-kepala-daerah-golkar-se-indonesia;netral;kuat dukung prabowo gibran airlangga kumpul kader calon kepala daerah golkar indonesia
"Top Nasional: Elektabilitas Ganjar Turun Dinilai karena Berperan Oposisi, 
Khofifah Tepis jadi TKD Prabowo-Gibran";Nasional;21/11/2023;https://nasional.tempo.co/read/1799365/top-nasional-elektabilitas-ganjar-turun-dinilai-karena-berperan-oposisi-khofifah-tepis-jadi-tkd-prabowo-gibran;netral;top nasional elektabilitas ganjar turun nilai peran oposisi khofifah tepis tkd prabowo gibran
